date,PP,PSOE,ERC,PNVEAJ,CC,BNG,Cs,VOX,Podemos,EHBildu,PACMA,PDeCAT,Comp,JuntsxCat,Naplus,MP,CUP,Sumar,firm,date_from,sample_size
2016-06-13,28,21,NA,NA,NA,NA,14.9,NA,24.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,GESOP,2016-06-11,900
2016-06-13,29.2,21.1,2.4,1.2,0.3,NA,15.1,NA,24.4,0.9,NA,NA,NA,NA,NA,NA,NA,NA,JM&A,2016-06-13,NA
2016-06-14,29.8,22,2.4,1.2,0.3,0.2,13.8,NA,24.9,0.8,1,NA,NA,NA,NA,NA,NA,NA,Celeste-Tel,2016-06-08,1100
2016-06-14,27.8,21.1,NA,NA,NA,NA,15.2,NA,24.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,GESOP,2016-06-12,900
2016-06-14,29.2,21.1,2.2,1.1,0.3,NA,15.3,NA,24.6,0.9,NA,NA,NA,NA,NA,NA,NA,NA,Redondo & Asociados,2016-06-09,1000
2016-06-15,29.6,20.5,NA,NA,NA,NA,14.8,NA,25.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Advice Strategic,2016-06-05,2500
2016-06-15,29,21,NA,NA,NA,NA,15.2,NA,24.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,DYM,2016-06-14,1011
2016-06-15,28.3,20.8,NA,NA,NA,NA,15.4,NA,24.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,GESOP,2016-06-13,900
2016-06-15,29,20.5,NA,NA,NA,NA,14.5,NA,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,Metroscopia,2016-06-13,1800
2016-06-15,29.2,22.5,NA,NA,NA,NA,15.4,NA,23.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,Simple Lógica,2016-06-01,1226
2016-06-16,30.3,21.8,2.4,1.2,0.3,0.2,13.4,NA,25.1,0.8,0.8,NA,NA,NA,NA,NA,NA,NA,Celeste-Tel,2016-06-13,1100
2016-06-16,30.3,21.4,2.3,1.2,0.3,NA,14.4,NA,24.6,0.8,NA,NA,NA,NA,NA,NA,NA,NA,GAD3,2016-06-13,1400
2016-06-16,28.6,20.8,NA,NA,NA,NA,15.6,NA,24.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,GESOP,2016-06-14,900
2016-06-16,29.8,20.4,NA,NA,NA,NA,14.1,NA,25.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,Invymark,2016-06-15,NA
2016-06-16,28.9,20.4,NA,NA,NA,NA,14.4,NA,24.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,MyWord,2016-06-13,1502
2016-06-16,30.5,20,2.4,1.2,NA,NA,14.1,NA,24.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sigma Dos,2016-06-14,1500
2016-06-17,28.8,21.7,2.3,1.1,0.2,NA,16.2,NA,24.3,0.8,NA,NA,NA,NA,NA,NA,NA,NA,A+M,2016-06-13,4000
2016-06-17,30.5,21.8,2.4,1.1,0.3,0.2,13.3,NA,25.3,0.8,0.8,NA,NA,NA,NA,NA,NA,NA,Celeste-Tel,2016-06-14,1100
2016-06-17,28.3,21.2,NA,NA,NA,NA,15.6,NA,24.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,GESOP,2016-06-15,900
2016-06-17,30.4,21,2.1,1.3,0.3,NA,12.5,NA,26.2,0.8,NA,NA,NA,NA,NA,NA,NA,NA,Hamalgama–Ágora Integral,2016-06-08,1450
2016-06-17,31.1,21.2,2.3,1.1,0.3,NA,13.2,NA,25.4,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NC Report,2016-06-05,2000
2016-06-17,30.4,20.4,NA,NA,NA,NA,15.2,NA,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,Netquest,2016-06-07,2000
2016-06-18,28.8,21.6,NA,NA,NA,NA,15.4,NA,23.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,GESOP,2016-06-16,900
2016-06-19,30.6,22,2.2,1.2,0.2,0.2,13.6,NA,23.9,0.8,NA,NA,NA,NA,NA,NA,NA,NA,Encuestamos,2016-06-11,2400
2016-06-19,28.3,21.9,NA,NA,NA,NA,14.9,NA,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,GESOP,2016-06-17,900
2016-06-19,30.1,19.9,NA,NA,NA,NA,13.8,NA,26.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Invymark,2016-06-17,1200
2016-06-19,29.8,22.1,2.4,1.3,0.3,NA,13.9,NA,23.9,0.9,NA,NA,NA,NA,NA,NA,NA,NA,JM&A,2016-06-19,NA
2016-06-19,29.4,21.5,NA,NA,NA,NA,15.1,NA,24.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,Redondo & Asociados,2016-06-19,NA
2016-06-19,29.6,21,NA,NA,NA,NA,14.8,NA,24.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,TNS Demoscopia,2016-06-13,500
2016-06-20,30.7,21.2,NA,NA,NA,NA,14.1,NA,24.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,GAD3,2016-06-13,1900
2016-06-20,29,21.5,NA,NA,NA,NA,14.9,NA,23.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,GESOP,2016-06-18,900
2016-06-20,29.5,22,2.7,1.1,NA,0.3,14.5,NA,24.5,0.9,NA,NA,NA,NA,NA,NA,NA,NA,GIPEyOP,2016-06-06,10244
2016-06-21,28.5,21.5,NA,NA,NA,NA,15.2,NA,23.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,GESOP,2016-06-19,900
2016-06-21,31.3,21.4,2.3,1.1,0.3,NA,13.2,NA,25.1,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NC Report,2016-06-21,NA
2016-06-22,28.2,21.7,NA,NA,NA,NA,15.2,NA,23.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,GESOP,2016-06-20,900
2016-06-23,28,21.8,NA,NA,NA,NA,15.2,NA,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,GESOP,2016-06-21,900
2016-06-23,31.7,21.6,2.3,1.1,0.3,NA,13.1,NA,24.5,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NC Report,2016-06-23,NA
2016-06-24,30.4,21.8,2.8,1.2,0.3,NA,13.2,NA,24.8,0.9,NA,NA,NA,NA,NA,NA,NA,NA,GAD3,2016-06-13,4000
2016-06-24,28.7,21.6,NA,NA,NA,NA,14.9,NA,23.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,GESOP,2016-06-22,900
2016-06-25,28.7,21.6,NA,NA,NA,NA,14.5,NA,23.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,GESOP,2016-06-23,1000
2016-06-25,31.9,22,2.4,1.1,0.3,NA,13,NA,23.7,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NC Report,2016-06-25,NA
2016-07-01,33.6,22.5,NA,NA,NA,NA,11.7,NA,21.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,Invymark,2016-06-27,NA
2016-07-11,32.5,23.1,2.9,1.2,0.1,NA,12,NA,19.6,0.9,NA,1.7,NA,NA,NA,NA,NA,NA,CIS,2016-07-01,2479
2016-07-15,33.5,22.3,NA,NA,NA,NA,14.1,NA,21.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,Simple Lógica,2016-07-01,1033
2016-07-25,34.1,22.2,2.9,1.2,0.3,NA,12.3,NA,21,0.7,NA,2,NA,NA,NA,NA,NA,NA,NC Report,2016-07-18,1000
2016-08-02,32.7,22.8,2.8,1.3,0.4,NA,12.8,NA,21,0.8,NA,2.2,NA,NA,NA,NA,NA,NA,JM&A,2016-08-02,NA
2016-08-10,35.4,22.8,NA,NA,NA,NA,12.3,NA,21.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,Simple Lógica,2016-08-01,1049
2016-08-27,34,22.3,2.5,1.3,0.3,0.2,12.7,NA,20.9,0.8,1.3,2,NA,NA,NA,NA,NA,NA,Celeste-Tel,2016-08-22,1100
2016-09-03,34.8,22.4,2.8,1.2,0.3,NA,12.1,NA,20.7,0.8,NA,1.9,NA,NA,NA,NA,NA,NA,NC Report,2016-08-29,1000
2016-09-07,34.7,22.5,NA,NA,NA,NA,11.5,NA,19.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,Estudio de Sociología Consultores,2016-09-01,1100
2016-09-08,34.8,21.3,NA,NA,NA,NA,12,NA,21.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Metroscopia,2016-09-06,1294
2016-09-09,33.9,21.1,2.7,1.2,0.3,NA,12.9,NA,20.5,0.8,NA,2.1,NA,NA,NA,NA,NA,NA,GAD3,2016-09-06,802
2016-09-09,33.7,21.8,NA,NA,NA,NA,14,NA,20.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Invymark,2016-09-05,NA
2016-09-14,31.5,23.6,3,1.3,0.4,NA,13.7,NA,20.4,0.9,NA,2.2,NA,NA,NA,NA,NA,NA,JM&A,2016-09-14,NA
2016-09-14,33.4,22,NA,NA,NA,NA,12.9,NA,20.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,MyWord,2016-09-09,995
2016-09-14,33.6,23.7,NA,NA,NA,NA,12.8,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,Simple Lógica,2016-09-01,1046
2016-09-28,35.4,19.8,2.7,1.4,0.4,NA,11.5,NA,20.9,1,NA,2.1,NA,NA,NA,NA,NA,NA,GAD3,2016-09-05,2400
2016-09-30,36.4,18.6,2.8,1.4,0.4,NA,11.9,NA,20.8,1,NA,2.1,NA,NA,NA,NA,NA,NA,GAD3,2016-09-05,3400
2016-09-30,33.8,19.9,2.8,1.4,0.3,NA,14.6,NA,21.4,0.9,NA,1.9,NA,NA,NA,NA,NA,NA,SocioMétrica,2016-09-26,1000
2016-10-03,33,20.3,2.8,1.3,0.4,NA,13.4,NA,22.6,0.8,NA,2.3,NA,NA,NA,NA,NA,NA,JM&A,2016-10-03,NA
2016-10-06,36.1,20.9,2.8,1.2,0.3,0.2,12.5,NA,20.5,0.8,1.3,2,NA,NA,NA,NA,NA,NA,Celeste-Tel,2016-10-01,1100
2016-10-06,36.2,19.6,NA,NA,NA,NA,11.8,NA,21.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,DYM,2016-09-27,1132
2016-10-07,36.5,19.4,NA,NA,NA,NA,12.5,NA,18.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,Estudio de Sociología Consultores,2016-10-03,1100
2016-10-07,34.1,20,2.6,1.2,NA,NA,13.4,NA,21.8,NA,NA,1.9,NA,NA,NA,NA,NA,NA,Invymark,2016-10-03,NA
2016-10-07,36.7,19.9,NA,NA,NA,NA,11.9,NA,20.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NC Report,2016-10-03,500
2016-10-10,34.5,17,3,1.3,0.5,NA,12.8,NA,21.8,0.8,NA,1.7,NA,NA,NA,NA,NA,NA,CIS,2016-10-01,2491
2016-10-11,36.8,15.9,NA,NA,NA,NA,13.9,NA,23.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,Simple Lógica,2016-10-03,1002
2016-10-13,37.8,18,NA,NA,NA,NA,11.6,NA,22.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Metroscopia,2016-10-10,1388
2016-10-20,35,14,NA,NA,NA,NA,14,NA,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,JJD,2016-10-18,1800
2016-10-28,35.3,18.5,2.7,1.2,NA,NA,12,NA,23.2,NA,NA,1.9,NA,NA,NA,NA,NA,NA,Invymark,2016-10-24,NA
2016-11-04,35,19.1,2.6,1.2,NA,NA,12.4,NA,22.6,NA,NA,1.8,NA,NA,NA,NA,NA,NA,Invymark,2016-10-31,NA
2016-11-07,36.2,20.4,2.8,1.2,0.3,0.2,12.8,NA,20.2,0.9,1.3,2,NA,NA,NA,NA,NA,NA,Celeste-Tel,2016-11-02,1100
2016-11-08,34.1,17.6,NA,NA,NA,NA,14.5,NA,22.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,Simple Lógica,2016-11-02,1003
2016-11-11,35.7,17.9,NA,NA,NA,NA,13,NA,23.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Metroscopia,2016-11-07,1302
2016-11-12,36.8,18.1,NA,NA,NA,NA,14,NA,18.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,Estudio de Sociología Consultores,2016-11-07,1100
2016-11-16,34,18.3,2.7,1.3,0.4,NA,13.1,NA,24.1,0.8,NA,2.2,NA,NA,NA,NA,NA,NA,JM&A,2016-11-16,NA
2016-11-18,34.8,19.5,2.5,1.2,NA,NA,12.1,NA,22.7,NA,NA,1.8,NA,NA,NA,NA,NA,NA,Invymark,2016-11-14,NA
2016-11-19,36.9,19.5,2.8,1.1,0.3,NA,11.4,NA,20.6,0.9,NA,1.6,NA,NA,NA,NA,NA,NA,NC Report,2016-11-15,1000
2016-11-22,33.8,18.6,NA,NA,NA,NA,12.4,NA,22.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,MyWord,2016-11-17,1000
2016-11-30,34.2,17.9,NA,NA,NA,NA,14.5,NA,22.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,Metroscopia,2016-11-23,2650
2016-12-02,34.3,20,NA,NA,NA,NA,12.4,NA,22.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,Invymark,2016-11-28,1200
2016-12-02,32.4,19.6,2.8,1.3,0.3,NA,15.4,NA,22.4,0.7,NA,1.3,NA,NA,NA,NA,NA,NA,SocioMétrica,2016-11-28,800
2016-12-07,35.9,20.2,2.8,1.2,0.3,0.2,12.7,NA,20.7,0.9,1.4,1.9,NA,NA,NA,NA,NA,NA,Celeste-Tel,2016-12-01,1100
2016-12-07,33.9,19.9,NA,NA,NA,NA,14.5,NA,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,Simple Lógica,2016-12-01,1000
2016-12-16,34.1,19.2,2.8,1.2,0.3,NA,14.2,NA,21.6,0.9,NA,2.1,NA,NA,NA,NA,NA,NA,GAD3,2016-12-13,800
2016-12-16,34.7,19.9,NA,NA,NA,NA,12.1,NA,22.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,Invymark,2016-12-12,NA
2016-12-17,36.9,19.3,2.7,1.1,0.3,NA,11.6,NA,21.2,1,NA,1.8,NA,NA,NA,NA,NA,NA,NC Report,2016-12-13,1000
2016-12-23,34.5,20.4,NA,NA,NA,NA,11.8,NA,22.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,Invymark,2016-12-19,NA
2016-12-29,34.8,19.4,2.7,1.2,NA,NA,12.6,NA,22.5,NA,NA,1.7,NA,NA,NA,NA,NA,NA,Sigma Dos,2016-12-23,1000
2016-12-29,33,18.8,2.7,1.5,0.3,NA,15.5,NA,21.1,0.8,NA,1.2,NA,NA,NA,NA,NA,NA,SocioMétrica,2016-12-22,800
2017-01-02,32.1,17.4,2.7,1.3,0.4,NA,14.8,NA,24.8,0.9,NA,2.2,NA,NA,NA,NA,NA,NA,JM&A,2017-01-02,NA
2017-01-04,34.9,19.9,2.9,1.3,0.3,NA,13.3,NA,20.6,1,NA,1.8,NA,NA,NA,NA,NA,NA,GIPEyOP,2016-12-14,5414
2017-01-09,35.9,20.7,2.8,1.2,0.3,0.2,12.4,NA,20.3,0.9,1.4,1.9,NA,NA,NA,NA,NA,NA,Celeste-Tel,2017-01-02,1100
2017-01-12,33,18.6,3,1.8,0.2,NA,12.4,NA,21.7,0.9,NA,1.7,NA,NA,NA,NA,NA,NA,CIS,2017-01-02,2490
2017-01-12,33.2,19.1,NA,NA,NA,NA,15.5,NA,21.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,Metroscopia,2017-01-10,1578
2017-01-13,34.3,20.2,2.6,1.2,NA,NA,11.3,NA,22.9,NA,NA,1.6,NA,NA,NA,NA,NA,NA,Invymark,2017-01-09,NA
2017-01-13,33.4,18.2,NA,NA,NA,NA,14.7,NA,22.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,Simple Lógica,2017-01-09,NA
2017-01-27,34.1,20.6,NA,NA,NA,NA,11.7,NA,22.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,Invymark,2017-01-23,NA
2017-02-02,34.2,20.4,2.8,1.2,0.3,NA,13.8,NA,20.8,0.8,NA,1.6,NA,NA,NA,NA,NA,NA,GAD3,2017-01-25,805
2017-02-02,36.8,19.9,2.7,1.1,0.3,NA,11.5,NA,20.8,1,NA,1.8,NA,NA,NA,NA,NA,NA,NC Report,2017-01-28,1000
2017-02-06,32.7,21.8,NA,NA,NA,NA,12.6,NA,20.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,MyWord,2017-01-31,1000
2017-02-07,35.7,21.3,2.8,1.2,0.3,0.2,12.1,NA,19.7,0.9,1.4,1.8,NA,NA,NA,NA,NA,NA,Celeste-Tel,2017-02-01,1100
2017-02-10,31,21.4,NA,NA,NA,NA,13.7,NA,22.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,Simple Lógica,2017-02-06,1005
2017-02-13,32.7,18,NA,NA,NA,NA,14.4,NA,24.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,JM&A,2017-02-13,NA
2017-02-17,33.3,21.1,NA,NA,NA,NA,12.5,NA,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,Invymark,2017-02-13,NA
2017-02-17,32.5,18.6,3,1.4,0.3,NA,15.4,NA,20.2,0.9,NA,1.5,NA,NA,NA,NA,NA,NA,SocioMétrica,2017-02-13,800
2017-02-22,32.2,21.1,2.8,NA,NA,NA,14,NA,21.7,NA,NA,1.4,NA,NA,NA,NA,NA,NA,GESOP,2017-02-19,1000
2017-03-02,34.3,20.2,2.6,1.3,NA,NA,12.6,NA,21.7,NA,NA,1.6,NA,NA,NA,NA,NA,NA,Sigma Dos,2017-02-27,1000
2017-03-03,33.2,21.3,NA,NA,NA,NA,12.8,NA,21.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,Invymark,2017-02-27,NA
2017-03-07,35.6,22.1,2.8,1.2,0.3,0.2,12.1,NA,19.3,0.9,1.4,1.6,NA,NA,NA,NA,NA,NA,Celeste-Tel,2017-03-01,1100
2017-03-09,31.2,19,NA,NA,NA,NA,16.5,NA,21.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,Metroscopia,2017-03-06,1230
2017-03-09,29.9,20.9,NA,NA,NA,NA,15.7,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,Simple Lógica,2017-03-01,1006
2017-03-12,31.2,18.2,2.6,1.3,0.4,NA,16.2,NA,23.7,0.9,NA,2.2,NA,NA,NA,NA,NA,NA,JM&A,2017-03-12,NA
2017-03-15,31,20,NA,NA,NA,NA,16.2,NA,19.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,DYM,2017-03-07,1010
2017-03-17,32.6,21,NA,NA,NA,NA,13.4,NA,21.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,Invymark,2017-03-13,NA
2017-03-17,37,20.8,2.7,1.1,0.3,NA,11.3,NA,20.2,1,NA,1.6,NA,NA,NA,NA,NA,NA,NC Report,2017-03-13,1000
2017-03-26,30.7,22.6,NA,NA,NA,NA,14,NA,20.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,MyWord,2017-03-21,1055
2017-03-31,33.2,21.4,NA,NA,NA,NA,12.9,NA,21.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,Invymark,2017-03-27,NA
2017-04-06,30.2,20.2,NA,NA,NA,NA,17.4,NA,20.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,Metroscopia,2017-03-30,3166
2017-04-07,35.1,22.3,2.8,1.1,0.3,0.2,12.9,NA,19.2,0.9,1.3,1.5,NA,NA,NA,NA,NA,NA,Celeste-Tel,2017-04-03,1100
2017-04-08,31.5,19.9,2.9,1.1,0.3,NA,14.9,NA,19.7,1.1,NA,2,NA,NA,NA,NA,NA,NA,CIS,2017-04-01,2492
2017-04-10,30.8,23.8,NA,NA,NA,NA,13.9,NA,19.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,Simple Lógica,2017-04-03,1008
2017-04-11,36.8,21,2.7,1,0.3,NA,11.8,NA,20.2,0.9,NA,1.5,NA,NA,NA,NA,NA,NA,NC Report,2017-04-05,1000
2017-04-12,31.6,21.2,2.8,1.3,0.4,NA,16.7,NA,19.4,0.8,NA,1.9,NA,NA,NA,NA,NA,NA,SocioMétrica,2017-04-05,800
2017-05-02,27,22.7,2.7,1.1,0.3,NA,17.1,NA,21.8,0.9,NA,1.8,NA,NA,NA,NA,NA,NA,JM&A,2017-05-02,NA
2017-05-05,34.8,22.5,2.8,1.2,0.3,0.2,12.7,NA,19.3,0.9,1.2,1.5,NA,NA,NA,NA,NA,NA,Celeste-Tel,2017-05-02,1100
2017-05-05,32,21.7,NA,NA,NA,NA,13.8,NA,21.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,Invymark,2017-05-02,NA
2017-05-10,31.1,23.5,2.6,1.2,NA,NA,14.3,NA,21.6,NA,NA,1,NA,NA,NA,NA,NA,NA,Sigma Dos,2017-05-08,1200
2017-05-12,30.9,22.3,NA,NA,NA,NA,14.8,NA,19.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,Simple Lógica,2017-05-03,1002
2017-05-19,31.7,22,NA,NA,NA,NA,14.2,NA,21.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,Invymark,2017-05-15,NA
2017-05-22,29,23,NA,NA,NA,NA,16,NA,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,Redondo & Asociados,2017-05-22,NA
2017-05-26,31.2,22.8,NA,NA,NA,NA,14.1,NA,20.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,Invymark,2017-05-22,NA
2017-06-01,30.7,25.9,2.9,1.4,0.3,NA,15.4,NA,17.8,0.8,NA,1.5,NA,NA,NA,NA,NA,NA,GAD3,2017-05-29,805
2017-06-01,25.9,22.8,NA,NA,NA,NA,18.7,NA,19.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,Metroscopia,2017-05-29,1768
2017-06-01,28.6,24.8,NA,NA,NA,NA,15.7,NA,18.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,MyWord,2017-05-30,1008
2017-06-01,36,20.5,2.8,1.1,0.3,NA,12.6,NA,20.2,0.9,NA,1.5,NA,NA,NA,NA,NA,NA,NC Report,2017-05-22,1000
2017-06-07,31.9,23.5,2.8,1.2,0.3,0.2,14.5,NA,19,1,1.6,1.4,NA,NA,NA,NA,NA,NA,Celeste-Tel,2017-06-01,1100
2017-06-09,30.9,23,NA,NA,NA,NA,14.3,NA,20.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,Invymark,2017-06-05,NA
2017-06-09,29.9,25.3,NA,NA,NA,NA,16.8,NA,18.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,Simple Lógica,2017-06-05,1004
2017-06-16,30.4,23.6,NA,NA,NA,NA,14.2,NA,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,Invymark,2017-06-12,NA
2017-06-16,26.7,24.2,3.3,1.2,0.5,NA,18.1,NA,19.1,0.9,NA,2,NA,NA,NA,NA,NA,NA,SocioMétrica,2017-06-06,800
2017-06-28,30.9,25,NA,NA,NA,NA,15.8,NA,17.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,DYM,2017-06-22,1219
2017-06-28,25.5,21.6,NA,NA,NA,NA,18.8,NA,20.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,Metroscopia,2017-06-27,1017
2017-06-30,30,24.2,NA,NA,NA,NA,13.8,NA,21.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Invymark,2017-06-26,NA
2017-07-05,29.2,25.5,2.8,1.1,0.3,NA,15.3,NA,18.5,0.9,NA,1.9,NA,NA,NA,NA,NA,NA,JM&A,2017-07-05,NA
2017-07-07,31.6,24.4,2.9,1.1,0.3,0.2,15.1,NA,18.8,0.8,1.4,1.3,NA,NA,NA,NA,NA,NA,Celeste-Tel,2017-07-03,1100
2017-07-09,34.2,22.3,2.9,1,0.3,NA,13.9,NA,19.1,0.9,NA,1.2,NA,NA,NA,NA,NA,NA,NC Report,2017-07-09,1000
2017-07-10,28.8,24.9,2.9,1,0.4,NA,14.5,NA,20.3,0.8,NA,1.7,NA,NA,NA,NA,NA,NA,CIS,2017-07-01,2490
2017-07-10,27.2,24.1,NA,NA,NA,NA,17.2,NA,20.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,Simple Lógica,2017-07-03,1003
2017-07-12,29.2,23.6,NA,NA,NA,NA,14.5,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,MyWord,2017-07-07,1003
2017-07-14,30.7,23.4,NA,NA,NA,NA,13.6,NA,21.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,Invymark,2017-07-10,NA
2017-07-18,26.9,22,NA,NA,NA,NA,18.5,NA,19.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,Metroscopia,2017-07-14,1700
2017-07-31,28.7,23.8,NA,NA,NA,NA,14.3,NA,19.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,Redondo & Asociados,2017-07-31,NA
2017-08-07,31.1,25,2.9,1.2,0.3,0.2,14.9,NA,18.9,0.9,1.3,1.4,NA,NA,NA,NA,NA,NA,Celeste-Tel,2017-08-01,1100
2017-08-10,30.8,25,NA,NA,NA,NA,13.7,NA,18.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,Simple Lógica,2017-08-01,NA
2017-09-01,28.1,23.4,2.9,1.4,0.3,NA,17.4,NA,20,0.7,NA,1.9,NA,NA,NA,NA,NA,NA,JM&A,2017-09-01,NA
2017-09-07,30.9,26.1,NA,NA,NA,NA,14.1,NA,17.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,MyWord,2017-09-04,1003
2017-09-07,30.8,26.4,2.3,1.2,NA,NA,12.7,NA,19.5,NA,NA,1.3,NA,NA,NA,NA,NA,NA,Sigma Dos,2017-09-04,1000
2017-09-08,30.9,25.4,2.9,1.2,0.3,0.2,14.9,NA,18.7,0.9,1.3,1.3,NA,NA,NA,NA,NA,NA,Celeste-Tel,2017-09-01,1100
2017-09-08,31.9,23.9,3.5,1.4,0.3,NA,15.8,NA,18.3,0.7,NA,1.3,NA,NA,NA,NA,NA,NA,GAD3,2017-09-04,1000
2017-09-14,30.1,25,NA,NA,NA,NA,15.8,NA,18.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,Simple Lógica,2017-09-05,1078
2017-09-15,30.2,24.5,NA,NA,NA,NA,14.1,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,Invymark,2017-09-11,NA
2017-10-06,29.8,21.8,3.1,1.2,0.3,NA,19.5,NA,17.9,1,NA,1.8,NA,NA,NA,NA,NA,NA,GAD3,2017-10-02,1238
2017-10-10,30.6,23.6,2.8,1.2,0.3,0.2,17.2,NA,18.1,0.9,1.4,1.3,NA,NA,NA,NA,NA,NA,Celeste-Tel,2017-10-09,1100
2017-10-10,27.7,24.2,NA,NA,NA,NA,20.7,NA,16.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,Simple Lógica,2017-10-02,1053
2017-10-11,28,24.2,2.7,1.3,0.3,NA,17.5,NA,18.5,0.7,NA,1.6,NA,NA,NA,NA,NA,NA,CIS,2017-10-02,2487
2017-10-11,29.9,24,NA,NA,NA,NA,17.5,NA,16.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,DYM,2017-09-26,982
2017-10-14,27.6,22,2.8,1.3,0.3,NA,18.2,NA,21,0.7,NA,1.8,NA,NA,NA,NA,NA,NA,JM&A,2017-10-14,NA
