date,PP,PSOE,ERC,PNVEAJ,CC,BNG,Cs,VOX,Podemos,EHBildu,PACMA,PDeCAT,Comp,JuntsxCat,Naplus,MP,CUP,Sumar,firm,date_from,sample_size
2017-10-14,31.4,22,3,1.1,0.3,NA,17.8,NA,17.5,0.8,NA,1.3,NA,NA,NA,NA,NA,NA,NC Report,2017-10-11,1000
2017-10-20,30,24.9,NA,NA,NA,NA,14.6,NA,19.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,Invymark,2017-10-16,1100
2017-10-26,31.4,26,3,1.4,NA,NA,16.7,NA,15.3,NA,NA,1.4,NA,NA,NA,NA,NA,NA,Sigma Dos,2017-10-23,1250
2017-11-02,30.3,25.1,NA,NA,NA,NA,15.8,NA,17.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,Invymark,2017-10-30,1200
2017-11-03,27.5,24.8,2.1,1,0.3,NA,20.6,2,15.7,0.6,NA,1.7,NA,NA,NA,NA,NA,NA,SocioMétrica,2017-10-27,800
2017-11-08,26.1,22.7,NA,NA,NA,NA,22.7,NA,14.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,Metroscopia,2017-11-06,1730
2017-11-08,27.1,24.8,NA,NA,NA,NA,21.6,NA,15.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Simple Lógica,2017-11-02,1071
2017-11-10,30.3,24.2,2.7,1.2,0.3,0.2,17.5,NA,17.7,0.9,1.3,1.3,NA,NA,NA,NA,NA,NA,Celeste-Tel,2017-11-06,1100
2017-11-17,30.1,25.3,2.8,NA,NA,NA,16.4,NA,17,NA,NA,1.6,NA,NA,NA,NA,NA,NA,Invymark,2017-11-13,NA
2017-12-07,30.2,24.7,NA,NA,NA,NA,17.7,NA,17.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,Celeste-Tel,2017-12-01,1100
2017-12-13,24.8,23.8,NA,NA,NA,NA,22.8,NA,16.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,Simple Lógica,2017-12-05,1077
2017-12-26,25.8,23,2.9,1.4,0.3,NA,22.4,NA,17.6,0.8,NA,1.9,NA,NA,NA,NA,NA,NA,JM&A,2017-12-26,NA
2017-12-29,27.6,23.3,2.3,NA,NA,NA,22.4,NA,15.7,NA,NA,2.3,NA,NA,NA,NA,NA,NA,Invymark,2017-12-25,NA
2017-12-29,24.1,22.5,3.5,1.1,0.5,NA,23.9,1.7,16.2,0.7,1.4,1.9,NA,NA,NA,NA,NA,NA,SocioMétrica,2017-12-22,1000
2017-12-30,30,23.8,3,1.1,0.3,NA,18.8,NA,16.1,0.8,NA,1.3,NA,NA,NA,NA,NA,NA,NC Report,2017-12-26,1000
2018-01-05,29.8,25.1,2.5,1.2,0.3,0.2,18.6,NA,16.9,0.9,1.2,1.7,NA,NA,NA,NA,NA,NA,Celeste-Tel,2018-01-02,1100
2018-01-08,21.8,23.4,NA,NA,NA,NA,24.1,NA,17.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,Simple Lógica,2018-01-02,1079
2018-01-11,24.7,24.2,2.9,1.3,0.3,NA,26.2,NA,14.7,0.7,NA,1.9,NA,NA,NA,NA,NA,NA,GAD3,2018-01-08,800
2018-01-11,23.2,21.6,NA,NA,NA,NA,27.1,NA,15.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Metroscopia,2018-01-09,1332
2018-01-14,26.3,23.1,3.4,1.2,0.2,NA,20.7,NA,19,0.8,NA,2,NA,NA,NA,NA,NA,NA,CIS,2018-01-02,2477
2018-01-26,26.1,23,NA,NA,NA,NA,23.4,NA,16.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,Invymark,2018-01-22,NA
2018-02-07,25.8,23.7,2.9,1.2,0.3,NA,25.6,NA,14.8,0.8,NA,1.8,NA,NA,NA,NA,NA,NA,GAD3,2018-01-31,1002
2018-02-07,22.2,21.4,NA,NA,NA,NA,28.7,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,Simple Lógica,2018-02-01,1065
2018-02-08,21.9,20.1,NA,NA,NA,NA,28.3,NA,16.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,Metroscopia,2018-02-05,1321
2018-02-09,28.9,25.5,2.7,1.3,0.3,0.2,19.3,NA,16.5,0.9,1.2,1.6,NA,NA,NA,NA,NA,NA,Celeste-Tel,2018-02-05,1100
2018-02-11,23.7,22.4,3,1.6,0.4,NA,24.6,NA,17,0.8,NA,2.2,NA,NA,NA,NA,NA,NA,JM&A,2018-02-11,NA
2018-02-14,24.5,21.3,NA,NA,NA,NA,22.1,NA,16.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,MyWord,2018-02-07,1000
2018-02-16,25.9,22.8,NA,NA,NA,NA,23.8,NA,16.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,Invymark,2018-02-12,NA
2018-02-27,21.4,21.5,3,1.1,1,NA,28.5,NA,17,0.8,2,1.7,NA,NA,NA,NA,NA,NA,IMOP,2018-02-22,1402
2018-03-02,26,23.1,NA,NA,NA,NA,24,NA,16.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,Invymark,2018-02-26,NA
2018-03-02,27.9,24,2.8,1.2,0.3,NA,22.1,NA,15.8,0.8,NA,1.5,NA,NA,NA,NA,NA,NA,NC Report,2018-02-26,1000
2018-03-05,21.5,19.4,NA,NA,NA,NA,28.9,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,Metroscopia,2018-03-02,1175
2018-03-07,26.6,24.3,2.6,1.3,0.3,0.2,23.5,NA,16.2,0.9,1.2,1.6,NA,NA,NA,NA,NA,NA,Celeste-Tel,2018-03-01,1100
2018-03-07,20,21,NA,NA,NA,NA,29.6,NA,17.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,Simple Lógica,2018-03-01,1076
2018-03-14,23.8,22.1,2.9,1.4,0.3,NA,27.3,NA,16.7,0.6,NA,1.6,NA,NA,NA,NA,NA,NA,GAD3,2018-03-12,1008
2018-03-16,25.1,22.6,2.4,1.2,NA,NA,25,NA,16.8,NA,NA,2.4,NA,NA,NA,NA,NA,NA,Invymark,2018-03-12,NA
2018-03-16,24.7,20.4,NA,NA,NA,NA,23.8,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,MyWord,2018-03-13,1002
2018-03-27,23.3,19.7,3.3,1.2,NA,NA,26.7,NA,18.4,NA,NA,1.3,NA,NA,NA,NA,NA,NA,Sigma Dos,2018-03-23,1000
2018-03-29,21.9,19.4,NA,NA,NA,NA,27.4,NA,16.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,SocioMétrica,2018-03-19,1000
2018-04-01,22.4,20.4,2.9,1.6,0.4,NA,26.4,NA,18.1,0.8,NA,2.2,NA,NA,NA,NA,NA,NA,JM&A,2018-04-01,NA
2018-04-05,20.4,19.1,NA,NA,NA,NA,28.7,NA,18.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,Metroscopia,2018-04-04,1278
2018-04-06,24.9,24.1,2.9,1.2,0.3,NA,24,NA,16.6,0.9,NA,1.5,NA,NA,NA,NA,NA,NA,Celeste-Tel,2018-04-02,1100
2018-04-09,19,20.2,NA,NA,NA,NA,29.9,NA,17.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,Simple Lógica,2018-04-02,1062
2018-04-13,24.8,22.3,NA,NA,NA,NA,25.2,NA,17.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Invymark,2018-04-09,NA
2018-04-13,26.3,23.5,2.9,1.1,0.3,NA,24.3,NA,16.2,0.8,NA,1.4,NA,NA,NA,NA,NA,NA,NC Report,2018-04-09,1000
2018-04-18,21,20.5,3,NA,NA,NA,28.5,NA,18.1,NA,NA,2,NA,NA,NA,NA,NA,NA,GESOP,2018-04-12,1000
2018-04-30,26,24.9,3.6,1.2,0.3,NA,19.7,NA,17.7,0.8,NA,1.5,NA,NA,NA,NA,NA,NA,Celeste-Tel,2018-04-26,1000
2018-05-09,23.8,20.7,2.9,1.4,0.1,NA,25.3,NA,18.5,0.7,2,1.6,NA,NA,NA,NA,NA,NA,El Español,2018-05-09,NA
2018-05-09,19.5,19,NA,NA,NA,NA,29.1,NA,19.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,Metroscopia,2018-05-07,1726
2018-05-09,24.4,20.9,2.9,0.8,NA,NA,24.6,NA,19.6,0.6,NA,1.9,NA,NA,NA,NA,NA,NA,Público,2018-05-09,NA
2018-05-10,20.9,20.1,NA,NA,NA,NA,29.6,NA,17.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,Simple Lógica,2018-05-03,1067
2018-05-25,25.6,23.6,2.9,1.1,0.3,NA,24.4,NA,15.8,0.8,NA,1.4,NA,NA,NA,NA,NA,NA,NC Report,2018-05-15,1000
2018-05-26,16.8,20.3,3.3,1.4,0.4,NA,28.5,1.9,19.3,1,1.5,1.5,NA,NA,NA,NA,NA,NA,SocioMétrica,2018-05-17,1700
2018-05-28,19.6,20.6,2.4,1.2,NA,NA,28.6,NA,19.7,0.7,2,1.8,NA,NA,NA,NA,NA,NA,IMOP,2018-05-23,1015
2018-05-29,23.5,22.6,NA,NA,NA,NA,26.4,NA,17.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,Invymark,2018-05-28,NA
2018-06-08,24.3,25.8,3,1.2,0.3,0.2,21.1,NA,17.4,0.9,1.3,1.5,NA,NA,NA,NA,NA,NA,Celeste-Tel,2018-06-04,1100
2018-06-08,25.6,28.8,3.2,1,0.3,NA,21.1,1.1,13.1,0.8,1.4,1.6,NA,NA,NA,NA,NA,NA,GAD3,2018-06-07,800
2018-06-08,23.7,25.1,NA,NA,NA,NA,22.2,NA,17.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,Invymark,2018-06-04,NA
2018-06-08,18.1,23.5,2.1,1.7,0.4,NA,25.8,2.5,19.5,0.6,NA,2.7,NA,NA,NA,NA,NA,NA,JM&A,2018-06-08,NA
2018-06-08,20.6,26.7,NA,NA,NA,NA,25.7,NA,16.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,Simple Lógica,2018-06-04,1030
2018-06-09,25.5,24.9,3.1,1.2,0.3,NA,21,NA,16.7,0.8,NA,1.5,NA,NA,NA,NA,NA,NA,NC Report,2018-06-01,1200
2018-06-12,24.9,27.1,NA,NA,NA,NA,20.6,NA,14.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,DYM,2018-06-11,1019
2018-06-13,21,28.6,2.6,NA,NA,NA,22.8,NA,16.6,NA,NA,1.6,NA,NA,NA,NA,NA,NA,GESOP,2018-06-11,800
2018-06-22,22.9,26.7,NA,NA,NA,NA,22.1,NA,17.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,Invymark,2018-06-18,NA
2018-06-22,19.5,23.9,2.9,1.3,0.5,NA,25.3,2.1,16.9,0.8,1.6,1.3,NA,NA,NA,NA,NA,NA,SocioMétrica,2018-06-19,1000
2018-06-30,25.2,26.3,3.1,1.2,0.3,NA,20.6,NA,16.2,0.8,NA,1.4,NA,NA,NA,NA,NA,NA,NC Report,2018-06-25,1000
2018-07-06,24.2,27.1,3.1,1.1,0.3,0.2,20.6,NA,17.7,0.9,1.1,1.6,NA,NA,NA,NA,NA,NA,Celeste-Tel,2018-07-02,1100
2018-07-06,18.7,27.2,NA,NA,NA,NA,26,NA,17.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,Simple Lógica,2018-07-02,1048
2018-07-10,20.4,29.9,3.9,1.2,0.2,NA,20.4,NA,15.6,0.6,NA,1.3,NA,NA,NA,NA,NA,NA,CIS,2018-07-01,2485
2018-07-10,19.7,26.4,2.4,1.5,0.4,NA,23.6,2.4,17.5,0.7,NA,2.4,NA,NA,NA,NA,NA,NA,JM&A,2018-07-10,NA
2018-07-12,22.3,26.3,3.2,1.1,NA,NA,24.2,NA,16.1,NA,NA,1.2,NA,NA,NA,NA,NA,NA,Sigma Dos,2018-07-09,1000
2018-07-13,23.4,26.5,NA,NA,NA,NA,21.9,NA,18.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Invymark,2018-07-09,NA
2018-07-25,27.1,25.3,2.5,1.3,0.6,NA,20.8,NA,16.8,0.7,NA,1.8,NA,NA,NA,NA,NA,NA,Demoscopia Servicios,2018-07-22,1080
2018-07-25,24.4,26.6,NA,NA,NA,NA,20.1,NA,16.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Metroscopia,2018-07-16,2260
2018-07-26,26.2,27.9,3,1.1,0.3,NA,19.6,NA,15.1,0.8,NA,1.9,NA,NA,NA,NA,NA,NA,GAD3,2018-07-24,804
2018-07-27,24.4,26,NA,NA,NA,NA,21.1,NA,18.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,Invymark,2018-07-23,NA
2018-07-27,26.7,27.4,3.1,1.2,0.3,NA,19.2,NA,15.8,0.8,NA,1.5,NA,NA,NA,NA,NA,NA,NC Report,2018-07-23,1000
2018-08-03,24.4,25.5,NA,NA,NA,NA,23.4,NA,15.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,Simple Lógica,2018-08-01,1029
2018-08-07,25.5,28,3,1.1,0.3,0.2,19.4,NA,17.3,0.9,1,1.6,NA,NA,NA,NA,NA,NA,Celeste-Tel,2018-08-01,1100
2018-08-10,21.4,26.4,2.7,1.4,0.3,NA,22,2.3,16.8,0.8,NA,2.2,NA,NA,NA,NA,NA,NA,JM&A,2018-08-10,NA
2018-08-30,22.6,25.8,3,1.3,0.5,NA,23.1,1.8,16.5,0.7,1.5,1.5,NA,NA,NA,NA,NA,NA,SocioMétrica,2018-08-22,1200
2018-08-31,27.5,27.8,3,1.1,0.3,NA,18.8,NA,16,0.8,NA,1.5,NA,NA,NA,NA,NA,NA,NC Report,2018-08-27,1000
2018-09-07,26.4,28.2,3,1.1,0.3,0.2,18.7,NA,17.1,0.8,0.8,1.7,NA,NA,NA,NA,NA,NA,Celeste-Tel,2018-09-03,1100
2018-09-07,25.9,27,2.8,1.1,NA,NA,20.6,1.5,15.9,0.7,NA,1.9,NA,NA,NA,NA,NA,NA,GAD3,2018-09-03,1001
2018-09-07,21.1,24.8,NA,NA,NA,NA,23.2,NA,16.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,Simple Lógica,2018-09-03,1010
2018-09-11,20.8,30.5,4.1,0.9,0.2,NA,19.6,1.4,16.1,1.1,1.6,1.9,NA,NA,NA,NA,NA,NA,CIS,2018-09-01,2972
2018-09-11,20.3,26.5,2.8,1.2,NA,NA,23.9,3,15.4,0.7,2.1,1.5,NA,NA,NA,NA,NA,NA,IMOP,2018-09-06,1012
2018-09-14,24.1,25,NA,NA,NA,NA,22.1,NA,18.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,Invymark,2018-09-10,NA
2018-09-19,23.4,26.5,NA,NA,NA,NA,22.7,NA,16.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,DYM,2018-09-17,1017
2018-09-19,22.8,27.7,NA,NA,NA,NA,20.8,NA,15.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Metroscopia,2018-09-17,1095
2018-09-28,24.6,24.6,NA,NA,NA,NA,22.3,NA,17.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,Invymark,2018-09-24,NA
2018-10-02,21.2,25.3,NA,NA,NA,NA,23.1,2,15.9,NA,2.2,NA,NA,NA,NA,NA,NA,NA,Simple Lógica,2018-10-02,1000
2018-10-05,26.3,27.7,3,1.1,0.3,0.2,19.3,1,17.4,0.8,0.8,1.7,NA,NA,NA,NA,NA,NA,Celeste-Tel,2018-10-01,1100
2018-10-05,23.8,25.2,NA,NA,NA,NA,21.6,NA,17.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,Simple Lógica,2018-10-01,1055
2018-10-09,18.2,31.6,4.3,1,0.1,NA,21,1.3,17.3,0.8,1.6,1.4,NA,NA,NA,NA,NA,NA,CIS,2018-10-01,2973
2018-10-11,26.7,26.8,3,1.1,0.3,NA,19.5,1.9,16.8,0.7,NA,1.4,NA,NA,NA,NA,NA,NA,NC Report,2018-10-01,1000
2018-10-18,22.6,25.2,NA,NA,NA,NA,19.2,5.1,17.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,Metroscopia,2018-10-16,2278
2018-10-25,22,26,NA,NA,NA,NA,24,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cs,2018-10-25,NA
2018-10-26,24.2,25.7,NA,NA,NA,NA,22,NA,17.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,Invymark,2018-10-22,NA
2018-10-28,23.9,24.4,NA,NA,NA,NA,20,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,PP,2018-10-28,NA
2018-10-30,21.3,25.3,3.3,NA,NA,NA,21.8,4.3,16.1,NA,NA,1.5,NA,NA,NA,NA,NA,NA,GESOP,2018-10-22,911
2018-11-07,22.3,26.6,2.9,1.3,0.1,NA,21.9,3.4,16.6,0.6,NA,1.4,NA,NA,NA,NA,NA,NA,GAD3,2018-11-02,NA
2018-11-09,25.8,26.9,2.8,1,0.3,0.2,20.4,1.5,17.3,0.7,0.9,1.6,NA,NA,NA,NA,NA,NA,Celeste-Tel,2018-11-05,1100
2018-11-09,24.2,25.4,NA,NA,NA,NA,22.7,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,Invymark,2018-11-05,NA
2018-11-09,26.3,26.5,2.9,0.9,0.3,NA,19.9,2.1,17,0.7,NA,1.4,NA,NA,NA,NA,NA,NA,NC Report,2018-11-05,1000
2018-11-11,19.1,31.2,4.8,0.7,0.3,NA,18.2,2.5,18,1,2.1,0.8,NA,NA,NA,NA,NA,NA,CIS,2018-11-01,2974
2018-11-14,19.6,24.1,NA,NA,NA,NA,22.4,NA,18.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Simple Lógica,2018-11-02,1019
2018-12-07,22.9,23.2,NA,NA,NA,NA,22.9,7.3,14.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,Invymark,2018-12-03,1200
2018-12-11,24.7,25.2,2.9,1,0.3,0.2,19.4,6.8,16.2,0.6,0.8,1.5,NA,NA,NA,NA,NA,NA,Celeste-Tel,2018-12-03,1100
2018-12-12,18,22.2,NA,NA,NA,NA,20.5,11.5,17.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,Metroscopia,2018-12-10,1895
2018-12-13,19.6,25.8,3,1.2,NA,NA,20.6,8,15.5,0.9,1.6,1.6,NA,NA,NA,NA,NA,NA,IMOP,2018-12-10,1036
2018-12-14,20.5,24.2,2.8,1.2,NA,NA,20.7,8.7,14.2,0.7,NA,1.8,NA,NA,NA,NA,NA,NA,GAD3,2018-12-10,1005
2018-12-14,24.4,24.8,2.8,0.9,NA,NA,18,8.7,17.2,0.6,NA,1.2,NA,NA,NA,NA,NA,NA,NC Report,2018-12-05,1000
2018-12-14,18.8,23.2,NA,NA,NA,NA,20.4,8.7,17.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,Simple Lógica,2018-12-03,1204
2018-12-14,21.6,22.5,3.1,1.2,0.4,NA,19,8.5,17.8,0.7,NA,1.5,NA,NA,NA,NA,NA,NA,SocioMétrica,2018-12-10,900
2018-12-16,21.2,24.1,NA,NA,NA,NA,18.4,9.2,16.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sigma Dos,2018-12-16,1000
2018-12-21,21.8,23.5,NA,NA,NA,NA,22.7,7.8,15.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,Invymark,2018-12-17,NA
2018-12-27,19.2,22.6,3.6,1.2,NA,NA,18.8,12.9,15.8,NA,NA,1,NA,NA,NA,NA,NA,NA,Sigma Dos,2018-12-21,1000
2019-01-05,18.3,22.4,3.2,1.2,0.3,NA,18.5,12.5,17.1,0.9,NA,1.4,NA,NA,NA,NA,NA,NA,SocioMétrica,2018-12-22,2200
2019-01-08,23.8,24.1,2.8,1,0.3,0.2,19.6,8.1,16.1,0.7,0.8,1.5,NA,NA,NA,NA,NA,NA,Celeste-Tel,2019-01-02,1100
2019-01-09,18.2,25.1,NA,NA,NA,NA,17.9,11.5,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,Simple Lógica,2019-01-03,1042
2019-01-13,14.9,29.9,4.7,1.3,0.2,NA,17.7,6.5,15.4,1.1,1.7,1,NA,NA,NA,NA,NA,NA,CIS,2019-01-01,2989
2019-01-15,19.1,23.7,NA,NA,NA,NA,17.8,12.1,17.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Metroscopia,2019-01-09,2332
2019-01-18,21.5,23.2,NA,NA,NA,NA,23,8.9,14.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,Invymark,2019-01-14,NA
2019-01-24,23,26.5,2.8,1.2,0.2,NA,17.1,9.8,11.6,0.6,NA,1.6,NA,NA,NA,NA,NA,NA,GAD3,2019-01-14,1800
2019-01-25,24,24.2,2.8,0.9,NA,NA,18.7,9.4,16.6,0.7,NA,1.2,NA,NA,NA,NA,NA,NA,NC Report,2019-01-21,1000
2019-02-01,21.3,23.9,NA,NA,NA,NA,20.9,11.2,13.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,Invymark,2019-01-28,NA
2019-02-08,23.1,23.7,2.8,1.2,0.3,NA,19.2,8.9,15.8,0.8,1.1,1.7,NA,NA,NA,NA,NA,NA,Celeste-Tel,2019-02-04,1100
2019-02-08,17.9,25.4,NA,NA,NA,NA,17,11.7,13.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,Simple Lógica,2019-02-01,1017
2019-02-10,20.3,27.9,2.9,1,0.2,NA,17.5,6.8,17.3,0.8,2.2,1,NA,NA,NA,NA,NA,NA,CIS,2019-02-01,2964
2019-02-13,20.5,27.6,NA,NA,NA,NA,15.4,12.7,13.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,Metroscopia,2019-02-11,1995
2019-02-15,23.6,28.2,2.8,1.2,0.3,NA,17.1,8.8,12.4,0.6,NA,1.6,NA,NA,NA,NA,NA,NA,GAD3,2019-02-12,1200
2019-02-15,19.9,27.4,NA,NA,NA,NA,14.5,13,13.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,GESOP,2019-02-13,1000
2019-02-15,23.6,24.1,2.8,1.1,NA,NA,18.9,10,16,0.6,NA,1.3,NA,NA,NA,NA,NA,NA,NC Report,2019-02-11,1000
2019-02-15,18.6,24.3,3.3,1.1,0.3,NA,18.7,11.8,15.2,0.8,1.9,1.3,2.3,NA,NA,NA,NA,NA,SocioMétrica,2019-02-13,1000
2019-02-21,21,24.3,NA,NA,NA,NA,20.2,11.3,13.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,Invymark,2019-02-18,NA
2019-02-21,19.3,28.2,3.8,1.4,NA,NA,13.5,14.2,14.2,0.8,NA,1.7,NA,NA,NA,NA,NA,NA,Sondaxe,2019-02-13,1500
2019-02-22,23.2,28.9,3,1.3,0.2,NA,15.7,10.8,11.5,0.6,NA,1.5,NA,NA,NA,NA,NA,NA,GAD3,2019-02-18,800
2019-02-22,19.1,27.3,3.2,1.2,NA,NA,16,13.3,14.4,NA,NA,1.1,NA,NA,NA,NA,NA,NA,Sigma Dos,2019-02-19,1200
2019-03-08,22.1,30.6,2.8,1.2,0.2,NA,13.2,12.1,11.8,0.6,NA,1.5,NA,NA,NA,NA,NA,NA,GAD3,2019-03-04,1000
2019-03-08,20.4,25.2,NA,NA,NA,NA,20.3,11.5,13.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,Invymark,2019-03-04,NA
2019-03-08,17.5,27.6,3.1,1,0.2,NA,17.8,12.1,14.1,0.9,2,1.5,NA,NA,NA,NA,NA,NA,SocioMétrica,2019-03-05,1600
2019-03-11,22.8,25.4,2.7,1.2,0.3,NA,18.1,9.6,14.3,0.7,1.2,1.7,NA,NA,NA,NA,NA,NA,Celeste-Tel,2019-03-04,1100
2019-03-13,17.1,31.2,NA,NA,NA,NA,16.7,8.6,12.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,Simple Lógica,2019-03-04,1092
2019-03-15,23.2,26,2.8,1.1,NA,NA,17.8,10.3,14.8,0.6,NA,1.2,NA,NA,NA,NA,NA,NA,NC Report,2019-03-11,1000
2019-03-18,20.1,30.6,3.9,1.4,0.4,NA,14.7,9,13.3,0.9,1.8,NA,0.6,1.3,NA,NA,NA,NA,CIS,2019-03-01,16194
2019-03-19,19.3,27.1,NA,NA,NA,NA,17.7,10.2,12.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,40dB,2019-03-14,1500
2019-03-20,18.9,26.9,NA,NA,NA,NA,13.8,13.9,13.4,NA,NA,NA,NA,1.7,NA,NA,NA,NA,Sondaxe,2019-03-15,1000
2019-03-22,21.9,30.9,2.6,1.2,0.3,NA,13.1,11.5,11.3,0.7,NA,NA,0.5,1.5,NA,NA,NA,NA,GAD3,2019-03-01,7500
2019-03-22,22.4,26.9,2.9,1.3,NA,NA,17.1,10.7,12,0.7,NA,NA,1.5,1.2,NA,NA,NA,NA,NC Report,2019-03-18,1000
2019-03-23,19.5,30.5,3.5,1.3,NA,NA,14.4,11,12.4,1,2.1,NA,NA,1.3,NA,NA,NA,NA,IMOP,2019-03-17,1399
2019-03-25,19,28.7,NA,NA,NA,NA,16.3,11.7,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,Metroscopia,2019-03-18,2722
2019-03-26,20,31,3.3,1.2,NA,NA,14.9,10.1,11.9,1.1,2,NA,0.7,1.3,NA,NA,NA,NA,IMOP,2019-03-20,1400
2019-03-27,22.9,27,2.8,1.2,0.3,NA,16.7,9.1,12.1,0.7,1.4,NA,1.6,1.7,NA,NA,NA,NA,Celeste-Tel,2019-03-21,1100
2019-03-27,21,27.7,2.1,1.5,NA,NA,16.9,11.2,13.4,NA,NA,NA,1.4,1.4,NA,NA,NA,NA,Demoscopia Servicios,2019-03-24,1175
2019-03-29,20.1,25.9,NA,NA,NA,NA,17.5,12.9,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,Invymark,2019-03-25,NA
2019-03-29,18.8,29,3,1.2,0.3,NA,16.1,11.9,12.6,0.9,1.2,NA,0.5,1.3,NA,NA,NA,NA,SocioMétrica,2019-03-25,1600
2019-03-30,23.1,26.7,3,1.3,NA,NA,16.5,10.3,11.9,0.7,NA,NA,NA,1.3,NA,NA,NA,NA,NC Report,2019-03-22,NA
2019-04-02,20.8,30,3.5,1.1,NA,NA,14.8,9.6,13.9,1,1.5,NA,0.5,1.1,NA,NA,NA,NA,IMOP,2019-03-27,1431
2019-04-03,23.6,27.2,2.8,1.2,0.3,NA,15.7,8.7,12.2,0.7,1.5,NA,1.6,1.6,NA,NA,NA,NA,Celeste-Tel,2019-03-26,1100
2019-04-04,20.9,31.1,NA,NA,NA,NA,14.9,9.8,11.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,GAD3,2019-03-26,4000
2019-04-05,21,29.8,NA,NA,NA,NA,14.5,10.6,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,GESOP,2019-04-01,1500
2019-04-05,16.7,30.5,NA,NA,NA,NA,15.5,9.8,14.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,Simple Lógica,2019-04-01,1054
2019-04-09,20.9,31.3,NA,NA,NA,NA,13.2,11.8,12.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,GAD3,2019-04-09,2000
2019-04-09,21.3,30.9,NA,NA,NA,NA,13.5,11.2,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,GAD3,2019-04-08,2000
2019-04-09,19.4,31,3.1,1.3,NA,NA,16,9.8,13.2,0.8,1.5,NA,0.8,1.3,NA,NA,NA,NA,IMOP,2019-04-03,1407
